City_ID,City,Latitude,Longitude,Maximum Temperature (°C),Humidity (%),Cloudiness (%),Wind Speed (m/s),Country,Date
357,grand falls-windsor,48.9332,-55.6649,5.84,54,93,1.79,CA,1714347567
358,kosh-agach,50.0,88.6667,0.17,35,54,0.89,RU,1714347568
359,paita,-5.0892,-81.1144,22.14,80,33,6.45,PE,1714347569
360,diego de almagro,-26.3667,-70.05,17.21,50,20,1.68,CL,1714347570
361,ola,59.5833,151.2833,-0.48,97,100,1.72,RU,1714347571
362,tupancireta,-29.0806,-53.8358,16.57,96,94,5.25,BR,1714347572
363,rio grande,-32.035,-52.0986,16.06,63,10,2.61,BR,1714347482
364,tamulte de las sabanas,18.2167,-92.7833,36.16,38,4,4.72,MX,1714347574
365,zhosaly,45.4878,64.0781,13.01,26,6,3.72,KZ,1714347575
366,novyy urgal,51.0736,132.5642,7.3,29,57,2.48,RU,1714347576
367,uturoa,-16.7333,-151.4333,27.81,76,78,8.75,PF,1714347577
368,verkh-chebula,56.0308,87.6218,10.24,59,100,11.25,RU,1714347487
369,melekeok village,7.4957,134.6367,29.31,84,75,3.09,PW,1714347579
370,bodo,67.28,14.405,4.87,70,0,8.75,NO,1714347580
371,mehtar lam,34.6714,70.2094,12.71,86,100,1.72,AF,1714347581
372,al lagowa,11.4,29.1333,29.52,23,57,1.96,SD,1714347583
373,rio gallegos,-51.6226,-69.2181,3.03,75,0,5.14,AR,1714347394
374,port augusta,-32.5,137.7667,19.94,36,100,3.23,AU,1714347585
375,dongyang,29.2678,120.2253,20.95,94,59,0.88,CN,1714347586
376,nazca,-14.8333,-74.95,23.74,59,0,2.02,PE,1714347587
377,chui,-33.6971,-53.4616,10.3,68,0,2.04,UY,1714347588
378,wailua homesteads,22.0669,-159.378,26.74,72,0,3.6,US,1714347589
379,decazeville,44.5605,2.2509,12.38,88,100,1.36,FR,1714347590
380,umiray,15.2206,121.4111,26.51,82,96,2.48,PH,1714347591
381,revda,56.801,59.9303,4.64,69,100,3.99,RU,1714347592
382,nampula,-15.1165,39.2666,19.97,94,75,4.63,MZ,1714347593
383,colonia,50.9333,6.95,12.76,77,0,3.6,DE,1714347595
384,mikuni,36.2171,136.1519,18.95,72,100,0.79,JP,1714347596
385,vorkuta,67.5,64.0,-19.11,99,97,3.46,RU,1714347597
386,carutapera,-1.195,-46.02,24.66,92,100,2.0,BR,1714347598
387,owo,7.1962,5.5868,24.84,94,100,2.66,NG,1714347599
388,st. john's,47.5649,-52.7093,3.32,96,100,4.63,CA,1714347535
389,jinchang,38.4953,102.1739,6.0,29,100,3.19,CN,1714347601
390,ilembula,-8.9,34.5833,13.92,81,4,3.76,TZ,1714347602
391,raufoss,60.7264,10.6172,3.03,99,100,0.99,NO,1714347603
392,lumbang,14.2973,121.4598,30.59,71,46,3.76,PH,1714347604
393,manay,7.215,126.5397,28.58,67,100,4.33,PH,1714347605
394,vernon,50.2581,-119.2691,15.2,60,100,3.09,CA,1714347606
395,atafu village,-8.5421,-172.5159,29.8,73,100,4.79,TK,1714347607
396,okha,53.5739,142.9478,0.7,68,63,5.36,RU,1714347608
397,kaa-khem,51.6833,94.7333,4.67,54,70,2.01,RU,1714347609
398,east london,-33.0153,27.9116,20.65,69,62,3.93,ZA,1714347610
399,ramganj mandi,24.65,75.9333,28.65,14,32,4.3,IN,1714347611
400,palu,-0.8917,119.8707,28.2,87,81,0.51,ID,1714347352
401,yazd,31.8972,54.3675,16.06,39,0,2.06,IR,1714347613
402,kone,-21.0595,164.8658,27.25,58,16,2.47,NC,1714347614
403,holualoa,19.6228,-155.9522,27.15,76,0,4.63,US,1714347615
404,hojai,26.0,92.8667,23.38,62,1,1.57,IN,1714347616
405,port-vila,-17.7338,168.3219,27.78,78,75,4.63,VU,1714347617
406,farkhar,36.5729,69.8578,2.25,79,100,1.71,AF,1714347618
407,cassilandia,-19.1133,-51.7342,25.04,58,54,1.36,BR,1714347619
408,margate,51.3813,1.3862,9.06,85,4,2.24,GB,1714347621
409,naracoorte,-36.9579,140.7383,13.82,65,100,4.0,AU,1714347622
410,yaren,-0.5472,166.916,28.76,78,80,4.68,NR,1714347622
411,mwinilunga,-11.7358,24.4293,13.12,83,0,2.03,ZM,1714347624
412,monrovia,6.3005,-10.7969,22.87,85,99,2.23,LR,1714347419
413,lagunas,-5.2269,-75.6753,25.13,90,85,0.86,PE,1714347627
414,raja sansi,31.7192,74.7978,21.99,88,40,3.13,IN,1714347628
415,dunedin,-45.8742,170.5036,13.22,83,5,2.68,NZ,1714347448
416,pozo del molle,-32.0186,-62.9198,12.88,74,7,3.6,AR,1714347631
417,labasa,-16.4167,179.3833,30.68,67,28,3.84,FJ,1714347632
418,tbeng meanchey,13.8167,104.9667,29.83,58,10,1.83,KH,1714347633
419,san luis de la loma,17.2706,-100.8939,27.67,70,44,2.87,MX,1714347635
420,kapuskasing,49.4169,-82.4331,4.0,56,75,4.12,CA,1714347542
421,nyurba,63.2842,118.3319,-6.01,92,95,1.34,RU,1714347637
422,xam nua,20.4197,104.0439,26.8,42,0,1.84,LA,1714347638
423,miedzyzdroje,53.9292,14.451,16.1,88,100,2.41,PL,1714347639
424,epinal,48.1833,6.45,8.42,96,100,1.24,FR,1714347640
425,puerto baquerizo moreno,-0.9,-89.6,27.55,78,40,5.14,EC,1714347641
426,polessk,54.862,21.1028,14.09,75,73,4.93,RU,1714347642
427,aasiaat,68.7098,-52.8699,-3.64,90,31,2.37,GL,1714347643
428,mount pearl,47.5166,-52.7813,2.86,97,100,4.63,CA,1714347645
429,alice springs,-23.7,133.8833,12.75,50,0,3.09,AU,1714347645
430,numan,9.4667,12.0333,30.3,19,100,1.29,NG,1714347646
431,north bend,43.4065,-124.2243,14.02,82,100,5.14,US,1714347401
432,hailar,49.2,119.7,7.26,29,2,3.05,CN,1714347649
433,talnakh,69.4865,88.3972,-10.27,89,100,0.66,RU,1714347650
434,funadhoo,6.15,73.2667,29.21,73,100,3.9,MV,1714347651
435,toguchin,55.2353,84.3858,10.17,78,100,10.25,RU,1714347652
436,sorochinsk,52.4338,53.1583,14.4,79,70,0.64,RU,1714347653
437,mount gambier,-37.8333,140.7667,13.33,62,100,3.21,AU,1714347654
438,galliano,29.4422,-90.2992,26.0,79,52,6.83,US,1714347655
439,arcadia,34.1397,-118.0353,28.46,47,0,5.66,US,1714347656
440,tarumizu,31.4833,130.7,21.64,99,100,0.1,JP,1714347657
441,bavly,54.393,53.2602,10.15,82,99,2.4,RU,1714347658
442,carnot,4.9409,15.8665,24.36,73,75,0.69,CF,1714347660
443,bakaly,55.1789,53.8028,10.75,82,100,3.26,RU,1714347661
444,zabid,14.1951,43.3152,30.13,58,28,3.68,YE,1714347663
445,atar,20.5169,-13.0499,25.1,48,100,1.03,MR,1714347664
446,calama,-22.4667,-68.9333,18.27,32,0,5.14,CL,1714347248
447,tobelo,1.7284,128.0095,28.19,81,99,1.79,ID,1714347666
448,bere,9.3202,16.1552,32.95,13,100,0.7,TD,1714347667
449,gobabis,-22.45,18.9667,17.1,51,0,4.74,NA,1714347668
450,brak,27.5496,14.2714,29.22,11,5,3.91,LY,1714347669
451,cidreira,-30.1811,-50.2056,20.57,65,62,5.17,BR,1714347670
452,olbernhau,50.6667,13.3333,13.34,93,97,2.76,DE,1714347671
453,gumdag,39.2061,54.5906,17.73,13,0,8.47,TM,1714347672
454,taroa,8.7058,171.2275,27.85,76,100,7.87,MH,1714347673
455,chinde,26.8418,88.0763,19.21,25,15,2.48,NP,1714347674
456,aripuana,-9.1667,-60.6333,24.34,97,91,0.43,BR,1714347675
457,iisalmi,63.5592,27.1907,0.54,96,100,0.22,FI,1714347676
458,afaahiti,-17.75,-149.2833,28.93,81,98,9.95,PF,1714347677
459,ceeldheer,3.8488,47.1806,28.04,78,100,5.07,SO,1714347678
460,beaumont,30.0861,-94.1019,26.99,86,100,9.26,US,1714347384
461,zhytkavichy,52.2168,27.8561,11.14,74,80,2.07,BY,1714347680
462,kroya,-7.6331,109.2461,26.72,89,92,3.41,ID,1714347681
463,labytnangi,66.6572,66.4183,-13.68,78,81,5.15,RU,1714347401
464,chibougamau,49.9168,-74.3659,-0.21,93,100,5.66,CA,1714347683
465,kingston,17.997,-76.7936,30.53,66,40,4.63,JM,1714347333
466,novyy urengoy,66.0833,76.6333,-9.43,91,100,12.09,RU,1714347685
467,la sarre,48.8002,-79.1996,2.76,54,100,5.19,CA,1714347686
468,roma,43.2128,-75.4557,18.38,99,100,1.54,US,1714347687
469,mozarlandia,-14.7447,-50.5706,28.53,63,60,1.79,BR,1714347688
470,lugoba,-6.45,38.3333,20.22,87,25,1.87,TZ,1714347689
471,saint-louis,16.3333,-15.0,30.8,29,0,8.15,SN,1714347691
472,dubbo,-32.25,148.6167,15.07,77,75,2.57,AU,1714347693
473,ruteng,-8.6136,120.4721,21.11,91,66,1.43,ID,1714347694
474,fort mcmurray,56.7268,-111.381,12.77,54,100,6.69,CA,1714347580
475,grande prairie,55.1667,-118.8027,10.1,53,75,12.35,CA,1714347498
476,annan,54.9884,-3.2565,8.88,88,31,5.33,GB,1714347697
477,san julian,21.0167,-102.1667,26.74,5,1,6.73,MX,1714347698
478,vangaindrano,-23.35,47.6,21.1,83,70,1.53,MG,1714347699
479,aleksandrov gay,50.147,48.5704,16.06,39,97,4.3,RU,1714347700
480,maragogi,-9.0122,-35.2225,25.65,88,95,3.22,BR,1714347701
481,saint-jean-de-maurienne,45.1667,6.5833,-0.98,96,100,4.35,FR,1714347702
482,baymak,52.5933,58.3225,12.11,92,89,1.94,RU,1714347704
483,mejit,10.2753,170.8646,27.63,79,88,8.22,MH,1714347706
484,tindouf,27.6711,-8.1474,15.25,47,0,10.29,DZ,1714347707
485,troitsko-pechorsk,62.7084,56.1964,-8.5,92,13,2.68,RU,1714347708
486,portland,45.5234,-122.6762,14.75,73,75,4.63,US,1714347266
487,kyabe,9.4515,18.9449,32.92,20,100,1.04,TD,1714347710
488,katy,29.7858,-95.8244,26.55,87,75,7.2,US,1714347077
489,paramonga,-10.6667,-77.8333,20.47,84,11,2.74,PE,1714347712
490,polyarnyy,69.1989,33.4478,-3.69,83,79,1.37,RU,1714347587
491,bonthe,7.5264,-12.505,27.92,84,76,1.1,SL,1714347714
492,geraldton,-28.7667,114.6,20.23,40,40,3.6,AU,1714347713
493,zeya,53.75,127.2667,5.27,52,88,0.74,RU,1714347717
494,issia,6.4922,-6.5856,24.27,98,87,0.71,CI,1714347718
495,illapel,-31.6308,-71.1653,12.49,57,100,1.06,CL,1714347204
496,alaghsas,17.0187,8.0168,30.85,11,2,5.47,NE,1714347720
497,kirensk,57.7853,108.1119,3.31,89,97,4.55,RU,1714347721
498,mahdia,35.5047,11.0622,17.97,94,1,4.19,TN,1714347722
499,serhetabat,35.2799,62.3438,7.88,35,0,1.05,TM,1714347723
500,saint-francois,46.4154,3.9054,9.8,94,0,1.03,FR,1714347725
501,mandalgovi,45.7625,106.2708,1.06,45,0,4.61,MN,1714347726
502,guntur,16.3,80.45,27.6,85,5,3.03,IN,1714347727
503,ancud,-41.8697,-73.8203,11.23,80,94,8.86,CL,1714347728
504,pachino,36.7186,15.0907,16.0,81,0,9.28,IT,1714347729
505,brajarajnagar,21.8167,83.9167,26.47,42,8,1.05,IN,1714347730
506,wajir,1.7471,40.0573,25.3,70,75,4.61,KE,1714347731
507,ha'il,27.5219,41.6907,17.01,63,0,2.06,SA,1714347732
508,mancio lima,-7.6142,-72.8958,25.04,100,40,1.03,BR,1714347733
509,naze,28.3667,129.4833,23.51,85,25,6.93,JP,1714347734
510,flin flon,54.7682,-101.865,6.91,36,100,3.09,CA,1714347735
511,as sulayyil,20.4607,45.5779,28.14,21,21,2.3,SA,1714347736
512,coahuayana de hidalgo,18.7,-103.6583,26.92,60,60,2.01,MX,1714347737
513,khanty-mansiysk,61.0042,69.0019,-3.94,63,40,3.0,RU,1714347738
514,ahraura,25.0167,83.0167,27.88,32,18,2.31,IN,1714347739
515,riverside,33.7333,-116.0508,30.44,13,0,3.65,US,1714347740
516,rundu,-17.9333,19.7667,16.2,45,0,2.77,NA,1714347728
517,sredniy,52.89,103.5,6.54,72,50,2.4,RU,1714347742
518,aral,40.5156,81.2636,14.13,27,100,2.06,CN,1714347743
519,sisimiut,66.9395,-53.6735,0.06,75,86,7.75,GL,1714347744
520,si sa ket,14.8333,104.3333,30.75,55,0,3.72,TH,1714347746
521,antsiranana,-12.2787,49.2917,25.0,86,96,6.84,MG,1714347747
522,dolni dabnik,43.4,24.4333,11.9,71,0,1.03,BG,1714347749
523,zambezi,-13.5432,23.1047,14.24,60,0,2.18,ZM,1714347750
524,ovalle,-30.5983,-71.2003,18.88,41,95,2.28,CL,1714347553
525,port blair,11.6667,92.75,26.02,94,40,1.03,IN,1714347752
526,kyren,51.6828,102.1408,4.41,50,33,0.89,RU,1714347753
527,woodlake,37.4211,-77.6793,26.9,59,75,2.57,US,1714347754
528,robore,-18.3333,-59.75,27.4,62,44,1.72,BO,1714347755
529,swakopmund,-22.6833,14.5333,18.47,60,26,1.1,NA,1714347756
530,fort st. john,56.2499,-120.8529,7.94,76,75,4.63,CA,1714347757
531,igrim,63.1906,64.4162,-7.87,67,1,3.16,RU,1714347526
532,jonuta,18.0833,-92.1333,38.52,30,3,4.48,MX,1714347759
533,kapa'a,22.0752,-159.319,26.99,71,0,3.6,US,1714347760
534,puerto aysen,-45.4,-72.7,5.92,100,100,1.79,CL,1714347716
535,ust'-kulom,61.6864,53.6902,-2.39,79,17,1.51,RU,1714347762
536,hirara,24.8,125.2833,28.15,94,75,6.69,JP,1714347763
537,ferkessedougou,9.6,-5.2,27.85,68,100,2.01,CI,1714347765
538,port angeles,48.1181,-123.4307,10.27,72,100,7.2,US,1714347634
539,dikhil,11.5,42.1667,25.63,70,72,2.91,DJ,1714347767
540,codigoro,44.8311,12.1142,12.81,82,77,1.76,IT,1714347768
541,dawei,14.0833,98.2,25.78,90,14,1.35,MM,1714347769
542,greymouth,-42.4667,171.2,15.25,65,6,0.97,NZ,1714347770
543,wuwei,37.9281,102.6414,7.34,48,100,1.99,CN,1714347771
544,port isabel,26.0734,-97.2086,32.05,84,100,8.23,US,1714347772
545,batticaloa,7.7102,81.6924,27.23,88,100,2.18,LK,1714347773
546,somanda,-3.3667,33.95,19.9,88,87,1.9,TZ,1714347774
547,shendi,16.6915,33.4341,30.3,11,0,6.61,SD,1714347775
548,tabou,4.423,-7.3528,27.44,84,100,2.15,CI,1714347776
549,kerema,-7.9631,145.7785,29.0,75,95,3.35,PG,1714347777
550,stephenville,32.2207,-98.2023,27.87,56,0,2.06,US,1714347770
551,vila velha,-20.3297,-40.2925,25.97,85,0,4.12,BR,1714347573
552,kavieng,-2.5744,150.7967,29.45,73,87,1.75,PG,1714347780
553,salinopolis,-0.6136,-47.3561,25.38,90,100,2.97,BR,1714347781
554,gounou gaya,9.6294,15.5132,33.07,11,100,2.12,TD,1714347782
555,malango,-2.9627,119.9001,22.63,92,93,0.14,ID,1714347783
556,boves,44.332,7.5514,9.92,97,100,1.34,IT,1714347784
557,ta`u,-14.2336,-169.5144,29.62,78,22,6.83,AS,1714347785
558,christchurch,-43.5333,172.6333,16.9,81,100,1.54,NZ,1714347786
559,san rafael del yuma,18.4299,-68.6739,26.76,75,4,4.54,DO,1714347787
560,sumbawa besar,-8.5,117.4333,26.69,78,49,1.75,ID,1714347602
561,moroto,2.5345,34.6666,18.46,94,100,2.36,UG,1714347789
562,napili-honokowai,20.9708,-156.6705,28.64,80,9,6.12,US,1714347790
563,pasighat,28.0667,95.3333,23.04,66,98,1.43,IN,1714347668
564,buka,40.8108,69.1986,9.78,55,85,1.29,UZ,1714347792
565,beloyarskiy,63.7119,66.6722,-8.33,78,21,5.36,RU,1714347793
566,punta cana,18.5818,-68.4043,26.87,65,40,5.14,DO,1714347605
567,lensk,60.7253,114.9278,-0.1,86,95,1.61,RU,1714347715
568,ciudad rodrigo,40.6,-6.5333,4.87,89,57,1.21,ES,1714347796
569,akrehamn,59.2667,5.1833,12.22,62,100,8.23,NO,1714347797
570,khasab,26.1799,56.2477,27.42,45,89,2.24,OM,1714347798
571,sola,-13.8833,167.55,28.27,80,98,7.53,VU,1714347799
572,ngetkib,7.3645,134.5148,29.14,84,75,3.09,PW,1714347802
573,ciudad lazaro cardenas,17.9583,-102.2,26.75,67,77,3.2,MX,1714347551
574,yung shue wan,22.2333,114.1167,28.68,91,21,0.45,HK,1714347804
575,chasong,41.4608,126.6414,10.87,62,91,1.22,KP,1714347805
576,hollymead,38.1171,-78.4417,27.41,62,52,1.23,US,1714347806
577,tongchuanshi,35.0806,109.0897,12.09,82,100,7.18,CN,1714347807
578,piacabucu,-10.4056,-36.4344,25.73,87,100,3.33,BR,1714347808
579,nizhniy kuranakh,58.8353,125.4869,-2.04,77,100,2.07,RU,1714347809
580,damghan,36.1683,54.348,14.43,38,0,0.26,IR,1714347811
581,tolanaro,-25.0319,46.9987,21.04,94,75,5.14,MG,1714347812
582,liberal,37.0431,-100.921,21.08,30,0,4.12,US,1714347630
583,prainha,-1.8,-53.48,24.09,94,100,1.14,BR,1714347814
584,oranjemund,-28.55,16.4333,16.55,68,3,2.55,NA,1714347815
585,shannon,52.7039,-8.8642,9.0,81,75,5.14,IE,1714347816
586,saynshand,44.8824,110.1163,5.87,34,54,3.03,MN,1714347817
587,kihangara,-2.5833,33.35,19.58,91,88,3.57,TZ,1714347818
588,charters towers,-20.1,146.2667,24.4,56,0,6.88,AU,1714347553
589,changping,40.2186,116.2197,8.8,84,100,0.94,CN,1714347820
590,camocim,-2.9022,-40.8411,25.08,89,63,1.11,BR,1714347635
591,saint-pierre,-21.3393,55.4781,23.82,88,100,4.63,RE,1714347822
592,recreo,-29.2818,-65.061,18.18,68,0,6.45,AR,1714347823
593,nyagan,62.1406,65.3936,-9.72,84,13,2.21,RU,1714347824
594,fuyu,45.1833,124.8167,11.21,26,100,3.11,CN,1714347826
595,arica,-18.475,-70.3042,21.75,60,0,2.06,CL,1714347696
596,minusinsk,53.7103,91.6875,12.01,49,100,7.1,RU,1714347831
597,rancho palos verdes,33.7445,-118.387,24.41,78,0,2.68,US,1714347833
598,devils lake,48.1128,-98.8651,6.06,75,100,6.17,US,1714347835
599,bandon,51.7469,-8.7425,8.77,93,100,5.68,IE,1714347837
600,jinxiang,27.4327,120.6062,22.62,84,4,0.83,CN,1714347839
601,westport,41.1415,-73.3579,21.82,80,20,2.57,US,1714347841
602,iwye,53.9299,25.7727,10.33,79,50,3.01,BY,1714347842
